sku_id,product_name,category,warehouse_id,warehouse_name,avg_inventory_value,annual_cogs,inventory_turnover_ratio,days_inventory_on_hand,movement_category
SKU0018,Wearables_0018,Wearables,WH12,Fort Worth Distribution Center,58944.08,394822.09,6.7,54.5,Medium Moving
SKU0134,Smartphones_0134,Smartphones,WH01,Los Angeles Distribution Center,438832.68,2931671.6,6.68,54.6,Medium Moving
SKU0164,Wearables_0164,Wearables,WH14,Charlotte Distribution Center,51190.77,342023.5,6.68,54.6,Medium Moving
SKU0177,Laptops_0177,Laptops,WH09,San Jose Distribution Center,2299275.56,15342760.52,6.67,54.7,Medium Moving
SKU0089,Tablets_0089,Tablets,WH08,Dallas Distribution Center,888502.01,5899102.1,6.64,55.0,Medium Moving
SKU0140,Laptops_0140,Laptops,WH07,San Diego Distribution Center,268830.45,1782182.08,6.63,55.1,Medium Moving
SKU0068,Laptops_0068,Laptops,WH04,Phoenix Distribution Center,1440629.4,9479991.36,6.58,55.5,Medium Moving
SKU0104,Laptops_0104,Laptops,WH13,Columbus Distribution Center,1392641.92,9170130.72,6.58,55.4,Medium Moving
SKU0019,Accessories_0019,Accessories,WH12,Fort Worth Distribution Center,388636.83,2553256.86,6.57,55.6,Medium Moving
SKU0076,Smartphones_0076,Smartphones,WH08,Dallas Distribution Center,1546335.76,10111413.95,6.54,55.8,Medium Moving
SKU0081,Accessories_0081,Accessories,WH08,Dallas Distribution Center,232736.66,1521542.49,6.54,55.8,Medium Moving
SKU0134,Smartphones_0134,Smartphones,WH15,Seattle Distribution Center,448472.31,2931671.6,6.54,55.8,Medium Moving
SKU0008,Accessories_0008,Accessories,WH01,Los Angeles Distribution Center,148585.25,969856.45,6.53,55.9,Medium Moving
SKU0023,Smartphones_0023,Smartphones,WH08,Dallas Distribution Center,1418965.6,9261637.97,6.53,55.9,Medium Moving
SKU0115,Tablets_0115,Tablets,WH01,Los Angeles Distribution Center,1180861.29,7716378.88,6.53,55.9,Medium Moving
SKU0014,Accessories_0014,Accessories,WH09,San Jose Distribution Center,149493.24,973297.26,6.51,56.1,Medium Moving
SKU0026,Wearables_0026,Wearables,WH11,Jacksonville Distribution Center,159659.85,1035498.1,6.49,56.3,Medium Moving
SKU0146,Wearables_0146,Wearables,WH12,Fort Worth Distribution Center,67276.88,436712.32,6.49,56.2,Medium Moving
SKU0163,Wearables_0163,Wearables,WH06,San Antonio Distribution Center,70125.44,454449.28,6.48,56.3,Medium Moving
SKU0029,Wearables_0029,Wearables,WH09,San Jose Distribution Center,20243.72,130685.03,6.46,56.5,Medium Moving
SKU0123,Laptops_0123,Laptops,WH01,Los Angeles Distribution Center,1302725.67,8405025.71,6.45,56.6,Medium Moving
SKU0001,Wearables_0001,Wearables,WH05,Philadelphia Distribution Center,145081.44,934778.67,6.44,56.6,Medium Moving
SKU0005,Peripherals_0005,Peripherals,WH01,Los Angeles Distribution Center,202723.71,1300481.07,6.42,56.9,Medium Moving
SKU0077,Components_0077,Components,WH05,Philadelphia Distribution Center,110072.32,706933.76,6.42,56.8,Medium Moving
SKU0198,Wearables_0198,Wearables,WH06,San Antonio Distribution Center,91600.85,587910.91,6.42,56.9,Medium Moving
SKU0059,Smartphones_0059,Smartphones,WH13,Columbus Distribution Center,1288493.22,8252268.36,6.4,57.0,Medium Moving
SKU0063,Components_0063,Components,WH15,Seattle Distribution Center,37308.21,238195.85,6.38,57.2,Medium Moving
SKU0122,Tablets_0122,Tablets,WH14,Charlotte Distribution Center,1041851.7,6642182.07,6.38,57.3,Medium Moving
SKU0152,Accessories_0152,Accessories,WH09,San Jose Distribution Center,85957.5,548638.8,6.38,57.2,Medium Moving
SKU0016,Wearables_0016,Wearables,WH03,Houston Distribution Center,104159.68,663621.01,6.37,57.3,Medium Moving
SKU0104,Laptops_0104,Laptops,WH08,Dallas Distribution Center,1439580.32,9170130.72,6.37,57.3,Medium Moving
SKU0107,Smartphones_0107,Smartphones,WH10,Austin Distribution Center,676105.2,4305260.1,6.37,57.3,Medium Moving
SKU0126,Accessories_0126,Accessories,WH13,Columbus Distribution Center,192146.54,1222722.82,6.36,57.4,Medium Moving
SKU0024,Smartphones_0024,Smartphones,WH13,Columbus Distribution Center,337376.2,2143447.04,6.35,57.5,Medium Moving
SKU0178,Wearables_0178,Wearables,WH02,Chicago Distribution Center,36131.25,229548.75,6.35,57.5,Medium Moving
SKU0021,Laptops_0021,Laptops,WH03,Houston Distribution Center,635870.94,4024331.82,6.33,57.7,Medium Moving
SKU0110,Laptops_0110,Laptops,WH13,Columbus Distribution Center,657313.46,4161906.18,6.33,57.6,Medium Moving
SKU0023,Smartphones_0023,Smartphones,WH06,San Antonio Distribution Center,1465989.46,9261637.97,6.32,57.8,Medium Moving
SKU0031,Smartphones_0031,Smartphones,WH13,Columbus Distribution Center,1737256.56,10915179.08,6.28,58.1,Medium Moving
SKU0122,Tablets_0122,Tablets,WH03,Houston Distribution Center,1057957.62,6642182.07,6.28,58.1,Medium Moving
SKU0136,Smartphones_0136,Smartphones,WH14,Charlotte Distribution Center,1844100.54,11584515.42,6.28,58.1,Medium Moving
SKU0004,Smartphones_0004,Smartphones,WH02,Chicago Distribution Center,859786.2,5386048.2,6.26,58.3,Medium Moving
SKU0028,Components_0028,Components,WH05,Philadelphia Distribution Center,107024.39,670069.54,6.26,58.3,Medium Moving
SKU0141,Peripherals_0141,Peripherals,WH14,Charlotte Distribution Center,72564.74,454344.62,6.26,58.3,Medium Moving
SKU0139,Laptops_0139,Laptops,WH06,San Antonio Distribution Center,790287.96,4935361.2,6.25,58.4,Medium Moving
SKU0096,Wearables_0096,Wearables,WH05,Philadelphia Distribution Center,52444.24,327383.76,6.24,58.5,Medium Moving
SKU0044,Tablets_0044,Tablets,WH08,Dallas Distribution Center,1574378.39,9788614.76,6.22,58.7,Medium Moving
SKU0072,Components_0072,Components,WH15,Seattle Distribution Center,36037.5,224254.0,6.22,58.7,Medium Moving
SKU0028,Components_0028,Components,WH10,Austin Distribution Center,107984.25,670069.54,6.21,58.8,Medium Moving
SKU0128,Laptops_0128,Laptops,WH10,Austin Distribution Center,2589343.2,16070478.6,6.21,58.8,Medium Moving
SKU0109,Accessories_0109,Accessories,WH02,Chicago Distribution Center,276937.43,1716423.39,6.2,58.9,Medium Moving
SKU0182,Components_0182,Components,WH02,Chicago Distribution Center,17583.36,108947.52,6.2,58.9,Medium Moving
SKU0195,Laptops_0195,Laptops,WH11,Jacksonville Distribution Center,1871418.06,11608002.09,6.2,58.8,Medium Moving
SKU0004,Smartphones_0004,Smartphones,WH08,Dallas Distribution Center,871661.7,5386048.2,6.18,59.1,Medium Moving
SKU0153,Components_0153,Components,WH15,Seattle Distribution Center,48974.0,302596.8,6.18,59.1,Medium Moving
SKU0157,Tablets_0157,Tablets,WH02,Chicago Distribution Center,473460.96,2916760.52,6.16,59.2,Medium Moving
SKU0097,Laptops_0097,Laptops,WH08,Dallas Distribution Center,2479606.12,15238228.34,6.15,59.4,Medium Moving
SKU0082,Smartphones_0082,Smartphones,WH14,Charlotte Distribution Center,1093254.47,6693330.21,6.12,59.6,Medium Moving
SKU0037,Peripherals_0037,Peripherals,WH08,Dallas Distribution Center,87316.56,533615.22,6.11,59.7,Medium Moving
SKU0156,Tablets_0156,Tablets,WH01,Los Angeles Distribution Center,832091.52,5073169.92,6.1,59.9,Medium Moving
SKU0029,Wearables_0029,Wearables,WH10,Austin Distribution Center,21451.15,130685.03,6.09,59.9,Medium Moving
SKU0031,Smartphones_0031,Smartphones,WH08,Dallas Distribution Center,1792638.9,10915179.08,6.09,59.9,Medium Moving
SKU0081,Accessories_0081,Accessories,WH07,San Diego Distribution Center,249807.35,1521542.49,6.09,59.9,Medium Moving
SKU0115,Tablets_0115,Tablets,WH15,Seattle Distribution Center,1269514.54,7716378.88,6.08,60.1,Medium Moving
SKU0036,Wearables_0036,Wearables,WH13,Columbus Distribution Center,128718.72,779500.8,6.06,60.3,Medium Moving
SKU0085,Laptops_0085,Laptops,WH03,Houston Distribution Center,1771002.54,10717165.84,6.05,60.3,Medium Moving
SKU0118,Accessories_0118,Accessories,WH01,Los Angeles Distribution Center,186007.95,1121210.91,6.03,60.6,Medium Moving
SKU0161,Tablets_0161,Tablets,WH13,Columbus Distribution Center,925853.77,5577113.33,6.02,60.6,Medium Moving
SKU0110,Laptops_0110,Laptops,WH06,San Antonio Distribution Center,693731.96,4161906.18,6.0,60.8,Slow Moving
SKU0188,Smartphones_0188,Smartphones,WH05,Philadelphia Distribution Center,1693987.2,10163168.64,6.0,60.8,Slow Moving
SKU0076,Smartphones_0076,Smartphones,WH15,Seattle Distribution Center,1688056.96,10111413.95,5.99,60.9,Slow Moving
SKU0109,Accessories_0109,Accessories,WH11,Jacksonville Distribution Center,286633.27,1716423.39,5.99,61.0,Slow Moving
SKU0039,Smartphones_0039,Smartphones,WH06,San Antonio Distribution Center,3463804.54,20678490.98,5.97,61.1,Slow Moving
SKU0065,Wearables_0065,Wearables,WH15,Seattle Distribution Center,212957.1,1264554.0,5.94,61.5,Slow Moving
SKU0140,Laptops_0140,Laptops,WH08,Dallas Distribution Center,300049.47,1782182.08,5.94,61.5,Slow Moving
SKU0001,Wearables_0001,Wearables,WH15,Seattle Distribution Center,157988.46,934778.67,5.92,61.7,Slow Moving
SKU0039,Smartphones_0039,Smartphones,WH15,Seattle Distribution Center,3490884.18,20678490.98,5.92,61.6,Slow Moving
SKU0023,Smartphones_0023,Smartphones,WH11,Jacksonville Distribution Center,1567049.51,9261637.97,5.91,61.8,Slow Moving
SKU0122,Tablets_0122,Tablets,WH15,Seattle Distribution Center,1124394.54,6642182.07,5.91,61.8,Slow Moving
SKU0141,Peripherals_0141,Peripherals,WH02,Chicago Distribution Center,76971.75,454344.62,5.9,61.8,Slow Moving
SKU0157,Tablets_0157,Tablets,WH06,San Antonio Distribution Center,494451.84,2916760.52,5.9,61.9,Slow Moving
SKU0028,Components_0028,Components,WH12,Fort Worth Distribution Center,113787.04,670069.54,5.89,62.0,Slow Moving
SKU0155,Accessories_0155,Accessories,WH09,San Jose Distribution Center,250371.24,1474028.86,5.89,62.0,Slow Moving
SKU0027,Peripherals_0027,Peripherals,WH03,Houston Distribution Center,57178.94,336236.03,5.88,62.1,Slow Moving
SKU0076,Smartphones_0076,Smartphones,WH02,Chicago Distribution Center,1729785.98,10111413.95,5.85,62.4,Slow Moving
SKU0063,Components_0063,Components,WH02,Chicago Distribution Center,40775.45,238195.85,5.84,62.5,Slow Moving
SKU0182,Components_0182,Components,WH12,Fort Worth Distribution Center,18659.52,108947.52,5.84,62.5,Slow Moving
SKU0167,Tablets_0167,Tablets,WH11,Jacksonville Distribution Center,759228.5,4427701.85,5.83,62.6,Slow Moving
SKU0097,Laptops_0097,Laptops,WH14,Charlotte Distribution Center,2617521.64,15238228.34,5.82,62.7,Slow Moving
SKU0187,Laptops_0187,Laptops,WH05,Philadelphia Distribution Center,1542173.7,8971608.0,5.82,62.7,Slow Moving
SKU0075,Accessories_0075,Accessories,WH02,Chicago Distribution Center,96332.64,558361.03,5.8,63.0,Slow Moving
SKU0152,Accessories_0152,Accessories,WH03,Houston Distribution Center,94520.4,548638.8,5.8,62.9,Slow Moving
SKU0172,Wearables_0172,Wearables,WH09,San Jose Distribution Center,24162.95,139661.2,5.78,63.1,Slow Moving
SKU0136,Smartphones_0136,Smartphones,WH05,Philadelphia Distribution Center,2011401.36,11584515.42,5.76,63.4,Slow Moving
SKU0046,Tablets_0046,Tablets,WH05,Philadelphia Distribution Center,618282.61,3554544.51,5.75,63.5,Slow Moving
SKU0054,Components_0054,Components,WH09,San Jose Distribution Center,22891.59,131582.4,5.75,63.5,Slow Moving
SKU0068,Laptops_0068,Laptops,WH03,Houston Distribution Center,1651849.5,9479991.36,5.74,63.6,Slow Moving
SKU0089,Tablets_0089,Tablets,WH10,Austin Distribution Center,1027079.23,5899102.1,5.74,63.5,Slow Moving
SKU0106,Laptops_0106,Laptops,WH13,Columbus Distribution Center,950786.99,5458878.04,5.74,63.6,Slow Moving
SKU0128,Laptops_0128,Laptops,WH09,San Jose Distribution Center,2801254.8,16070478.6,5.74,63.6,Slow Moving
SKU0057,Laptops_0057,Laptops,WH12,Fort Worth Distribution Center,1111503.2,6372777.36,5.73,63.7,Slow Moving
SKU0059,Smartphones_0059,Smartphones,WH02,Chicago Distribution Center,1439422.04,8252268.36,5.73,63.7,Slow Moving
SKU0076,Smartphones_0076,Smartphones,WH12,Fort Worth Distribution Center,1763247.93,10111413.95,5.73,63.6,Slow Moving
SKU0177,Laptops_0177,Laptops,WH15,Seattle Distribution Center,2680521.7,15342760.52,5.72,63.8,Slow Moving
SKU0090,Tablets_0090,Tablets,WH02,Chicago Distribution Center,881307.84,5029508.4,5.71,64.0,Slow Moving
SKU0149,Peripherals_0149,Peripherals,WH07,San Diego Distribution Center,89437.05,510435.2,5.71,64.0,Slow Moving
SKU0079,Smartphones_0079,Smartphones,WH01,Los Angeles Distribution Center,1911957.57,10887613.65,5.69,64.1,Slow Moving
SKU0089,Tablets_0089,Tablets,WH03,Houston Distribution Center,1036266.67,5899102.1,5.69,64.1,Slow Moving
SKU0177,Laptops_0177,Laptops,WH05,Philadelphia Distribution Center,2704119.14,15342760.52,5.67,64.3,Slow Moving
SKU0081,Accessories_0081,Accessories,WH11,Jacksonville Distribution Center,268941.53,1521542.49,5.66,64.5,Slow Moving
SKU0149,Peripherals_0149,Peripherals,WH01,Los Angeles Distribution Center,90119.45,510435.2,5.66,64.4,Slow Moving
SKU0036,Wearables_0036,Wearables,WH14,Charlotte Distribution Center,138078.72,779500.8,5.65,64.7,Slow Moving
SKU0043,Tablets_0043,Tablets,WH07,San Diego Distribution Center,610029.0,3444201.0,5.65,64.6,Slow Moving
SKU0114,Components_0114,Components,WH11,Jacksonville Distribution Center,68314.2,386308.47,5.65,64.5,Slow Moving
SKU0162,Tablets_0162,Tablets,WH11,Jacksonville Distribution Center,359585.57,2031864.63,5.65,64.6,Slow Moving
SKU0103,Wearables_0103,Wearables,WH07,San Diego Distribution Center,184628.8,1040746.08,5.64,64.8,Slow Moving
SKU0122,Tablets_0122,Tablets,WH11,Jacksonville Distribution Center,1178248.71,6642182.07,5.64,64.7,Slow Moving
SKU0126,Accessories_0126,Accessories,WH01,Los Angeles Distribution Center,217302.5,1222722.82,5.63,64.9,Slow Moving
SKU0001,Wearables_0001,Wearables,WH14,Charlotte Distribution Center,166239.15,934778.67,5.62,64.9,Slow Moving
SKU0059,Smartphones_0059,Smartphones,WH09,San Jose Distribution Center,1468532.94,8252268.36,5.62,65.0,Slow Moving
SKU0072,Components_0072,Components,WH12,Fort Worth Distribution Center,39897.0,224254.0,5.62,64.9,Slow Moving
SKU0075,Accessories_0075,Accessories,WH11,Jacksonville Distribution Center,99291.31,558361.03,5.62,64.9,Slow Moving
SKU0098,Components_0098,Components,WH11,Jacksonville Distribution Center,49621.01,279023.23,5.62,64.9,Slow Moving
SKU0017,Laptops_0017,Laptops,WH01,Los Angeles Distribution Center,700978.59,3926536.77,5.6,65.2,Slow Moving
SKU0197,Tablets_0197,Tablets,WH15,Seattle Distribution Center,366730.78,2052276.07,5.6,65.2,Slow Moving
SKU0136,Smartphones_0136,Smartphones,WH06,San Antonio Distribution Center,2081070.54,11584515.42,5.57,65.6,Slow Moving
SKU0019,Accessories_0019,Accessories,WH04,Phoenix Distribution Center,458983.0,2553256.86,5.56,65.6,Slow Moving
SKU0039,Smartphones_0039,Smartphones,WH12,Fort Worth Distribution Center,3722654.04,20678490.98,5.55,65.7,Slow Moving
SKU0046,Tablets_0046,Tablets,WH04,Phoenix Distribution Center,640658.15,3554544.51,5.55,65.8,Slow Moving
SKU0057,Laptops_0057,Laptops,WH02,Chicago Distribution Center,1149666.4,6372777.36,5.54,65.8,Slow Moving
SKU0148,Tablets_0148,Tablets,WH10,Austin Distribution Center,1573731.76,8666848.96,5.51,66.3,Slow Moving
SKU0170,Components_0170,Components,WH12,Fort Worth Distribution Center,41271.99,227395.8,5.51,66.2,Slow Moving
SKU0025,Components_0025,Components,WH07,San Diego Distribution Center,45063.35,247263.32,5.49,66.5,Slow Moving
SKU0077,Components_0077,Components,WH12,Fort Worth Distribution Center,129285.12,706933.76,5.47,66.8,Slow Moving
SKU0153,Components_0153,Components,WH14,Charlotte Distribution Center,55434.4,302596.8,5.46,66.9,Slow Moving
SKU0066,Smartphones_0066,Smartphones,WH01,Los Angeles Distribution Center,850321.25,4634698.35,5.45,67.0,Slow Moving
SKU0156,Tablets_0156,Tablets,WH11,Jacksonville Distribution Center,930958.08,5073169.92,5.45,67.0,Slow Moving
SKU0188,Smartphones_0188,Smartphones,WH11,Jacksonville Distribution Center,1864517.76,10163168.64,5.45,67.0,Slow Moving
SKU0076,Smartphones_0076,Smartphones,WH07,San Diego Distribution Center,1863240.11,10111413.95,5.43,67.3,Slow Moving
SKU0112,Wearables_0112,Wearables,WH06,San Antonio Distribution Center,165785.65,899406.05,5.43,67.3,Slow Moving
SKU0025,Components_0025,Components,WH14,Charlotte Distribution Center,45617.66,247263.32,5.42,67.3,Slow Moving
SKU0035,Components_0035,Components,WH12,Fort Worth Distribution Center,40622.28,220178.19,5.42,67.3,Slow Moving
SKU0044,Tablets_0044,Tablets,WH01,Los Angeles Distribution Center,1810501.32,9788614.76,5.41,67.5,Slow Moving
SKU0139,Laptops_0139,Laptops,WH15,Seattle Distribution Center,913457.16,4935361.2,5.4,67.6,Slow Moving
SKU0183,Tablets_0183,Tablets,WH15,Seattle Distribution Center,2129008.86,11488975.74,5.4,67.6,Slow Moving
SKU0187,Laptops_0187,Laptops,WH11,Jacksonville Distribution Center,1662176.1,8971608.0,5.4,67.6,Slow Moving
SKU0031,Smartphones_0031,Smartphones,WH06,San Antonio Distribution Center,2025827.7,10915179.08,5.39,67.7,Slow Moving
SKU0014,Accessories_0014,Accessories,WH08,Dallas Distribution Center,181675.26,973297.26,5.36,68.1,Slow Moving
SKU0094,Components_0094,Components,WH15,Seattle Distribution Center,107041.64,573761.16,5.36,68.1,Slow Moving
SKU0097,Laptops_0097,Laptops,WH04,Phoenix Distribution Center,2844507.6,15238228.34,5.36,68.1,Slow Moving
SKU0126,Accessories_0126,Accessories,WH03,Houston Distribution Center,228039.8,1222722.82,5.36,68.1,Slow Moving
SKU0087,Components_0087,Components,WH09,San Jose Distribution Center,78613.45,420584.45,5.35,68.2,Slow Moving
SKU0089,Tablets_0089,Tablets,WH13,Columbus Distribution Center,1102492.8,5899102.1,5.35,68.2,Slow Moving
SKU0185,Components_0185,Components,WH14,Charlotte Distribution Center,105477.75,561100.0,5.32,68.6,Slow Moving
SKU0187,Laptops_0187,Laptops,WH09,San Jose Distribution Center,1687176.6,8971608.0,5.32,68.6,Slow Moving
SKU0103,Wearables_0103,Wearables,WH08,Dallas Distribution Center,196338.72,1040746.08,5.3,68.9,Slow Moving
SKU0114,Components_0114,Components,WH14,Charlotte Distribution Center,72896.25,386308.47,5.3,68.9,Slow Moving
SKU0048,Smartphones_0048,Smartphones,WH05,Philadelphia Distribution Center,2903824.2,15369624.96,5.29,69.0,Slow Moving
SKU0011,Smartphones_0011,Smartphones,WH13,Columbus Distribution Center,577078.35,3047040.21,5.28,69.1,Slow Moving
SKU0132,Smartphones_0132,Smartphones,WH12,Fort Worth Distribution Center,572639.6,3024190.0,5.28,69.1,Slow Moving
SKU0005,Peripherals_0005,Peripherals,WH07,San Diego Distribution Center,247011.54,1300481.07,5.26,69.3,Slow Moving
SKU0008,Accessories_0008,Accessories,WH07,San Diego Distribution Center,184770.8,969856.45,5.25,69.5,Slow Moving
SKU0029,Wearables_0029,Wearables,WH08,Dallas Distribution Center,25150.51,130685.03,5.2,70.2,Slow Moving
SKU0047,Peripherals_0047,Peripherals,WH01,Los Angeles Distribution Center,62917.32,326209.88,5.18,70.4,Slow Moving
SKU0183,Tablets_0183,Tablets,WH01,Los Angeles Distribution Center,2224199.78,11488975.74,5.17,70.7,Slow Moving
SKU0118,Accessories_0118,Accessories,WH03,Houston Distribution Center,217560.9,1121210.91,5.15,70.8,Slow Moving
SKU0185,Components_0185,Components,WH02,Chicago Distribution Center,108916.75,561100.0,5.15,70.9,Slow Moving
SKU0031,Smartphones_0031,Smartphones,WH10,Austin Distribution Center,2122503.89,10915179.08,5.14,71.0,Slow Moving
SKU0088,Components_0088,Components,WH07,San Diego Distribution Center,65878.89,338415.84,5.14,71.1,Slow Moving
SKU0004,Smartphones_0004,Smartphones,WH12,Fort Worth Distribution Center,1050472.8,5386048.2,5.13,71.2,Slow Moving
SKU0161,Tablets_0161,Tablets,WH06,San Antonio Distribution Center,1089662.12,5577113.33,5.12,71.3,Slow Moving
SKU0015,Peripherals_0015,Peripherals,WH11,Jacksonville Distribution Center,237473.55,1211447.55,5.1,71.5,Slow Moving
SKU0126,Accessories_0126,Accessories,WH05,Philadelphia Distribution Center,239646.31,1222722.82,5.1,71.5,Slow Moving
SKU0112,Wearables_0112,Wearables,WH15,Seattle Distribution Center,176776.0,899406.05,5.09,71.7,Slow Moving
SKU0004,Smartphones_0004,Smartphones,WH13,Columbus Distribution Center,1059633.9,5386048.2,5.08,71.8,Slow Moving
SKU0017,Laptops_0017,Laptops,WH10,Austin Distribution Center,773411.34,3926536.77,5.08,71.9,Slow Moving
SKU0166,Components_0166,Components,WH05,Philadelphia Distribution Center,51975.33,263714.99,5.07,71.9,Slow Moving
SKU0099,Tablets_0099,Tablets,WH11,Jacksonville Distribution Center,904543.88,4565862.56,5.05,72.3,Slow Moving
SKU0192,Laptops_0192,Laptops,WH04,Phoenix Distribution Center,1160445.3,5858964.57,5.05,72.3,Slow Moving
SKU0011,Smartphones_0011,Smartphones,WH15,Seattle Distribution Center,605017.59,3047040.21,5.04,72.5,Slow Moving
SKU0004,Smartphones_0004,Smartphones,WH05,Philadelphia Distribution Center,1069812.9,5386048.2,5.03,72.5,Slow Moving
SKU0083,Peripherals_0083,Peripherals,WH12,Fort Worth Distribution Center,81348.96,407890.56,5.01,72.8,Slow Moving
SKU0044,Tablets_0044,Tablets,WH15,Seattle Distribution Center,1957317.01,9788614.76,5.0,73.0,Slow Moving
SKU0085,Laptops_0085,Laptops,WH05,Philadelphia Distribution Center,2150081.8,10717165.84,4.98,73.2,Slow Moving
SKU0137,Tablets_0137,Tablets,WH08,Dallas Distribution Center,316861.49,1576698.97,4.98,73.4,Slow Moving
SKU0183,Tablets_0183,Tablets,WH10,Austin Distribution Center,2306603.86,11488975.74,4.98,73.3,Slow Moving
SKU0112,Wearables_0112,Wearables,WH05,Philadelphia Distribution Center,180788.35,899406.05,4.97,73.4,Slow Moving
SKU0095,Tablets_0095,Tablets,WH15,Seattle Distribution Center,1273096.0,6297950.56,4.95,73.8,Slow Moving
SKU0122,Tablets_0122,Tablets,WH06,San Antonio Distribution Center,1342831.08,6642182.07,4.95,73.8,Slow Moving
SKU0060,Laptops_0060,Laptops,WH09,San Jose Distribution Center,576978.06,2846351.16,4.93,74.0,Slow Moving
SKU0028,Components_0028,Components,WH07,San Diego Distribution Center,136300.12,670069.54,4.92,74.2,Slow Moving
SKU0160,Smartphones_0160,Smartphones,WH14,Charlotte Distribution Center,1568475.81,7723229.58,4.92,74.1,Slow Moving
SKU0005,Peripherals_0005,Peripherals,WH10,Austin Distribution Center,265081.62,1300481.07,4.91,74.4,Slow Moving
SKU0160,Smartphones_0160,Smartphones,WH02,Chicago Distribution Center,1571731.26,7723229.58,4.91,74.3,Slow Moving
SKU0035,Components_0035,Components,WH05,Philadelphia Distribution Center,44983.29,220178.19,4.89,74.6,Slow Moving
SKU0103,Wearables_0103,Wearables,WH06,San Antonio Distribution Center,213795.84,1040746.08,4.87,75.0,Slow Moving
SKU0044,Tablets_0044,Tablets,WH11,Jacksonville Distribution Center,2012795.75,9788614.76,4.86,75.1,Slow Moving
SKU0115,Tablets_0115,Tablets,WH06,San Antonio Distribution Center,1587653.06,7716378.88,4.86,75.1,Slow Moving
SKU0036,Wearables_0036,Wearables,WH08,Dallas Distribution Center,160842.24,779500.8,4.85,75.3,Slow Moving
SKU0160,Smartphones_0160,Smartphones,WH01,Los Angeles Distribution Center,1593217.23,7723229.58,4.85,75.3,Slow Moving
SKU0004,Smartphones_0004,Smartphones,WH07,San Diego Distribution Center,1112564.7,5386048.2,4.84,75.4,Slow Moving
SKU0104,Laptops_0104,Laptops,WH11,Jacksonville Distribution Center,1903658.24,9170130.72,4.82,75.8,Slow Moving
SKU0155,Accessories_0155,Accessories,WH02,Chicago Distribution Center,305830.68,1474028.86,4.82,75.7,Slow Moving
SKU0023,Smartphones_0023,Smartphones,WH07,San Diego Distribution Center,1924265.85,9261637.97,4.81,75.8,Slow Moving
SKU0123,Laptops_0123,Laptops,WH10,Austin Distribution Center,1754984.37,8405025.71,4.79,76.2,Slow Moving
SKU0158,Laptops_0158,Laptops,WH03,Houston Distribution Center,1265632.5,6068132.55,4.79,76.1,Slow Moving
SKU0031,Smartphones_0031,Smartphones,WH05,Philadelphia Distribution Center,2289136.72,10915179.08,4.77,76.5,Slow Moving
SKU0147,Components_0147,Components,WH03,Houston Distribution Center,89368.84,424135.36,4.75,76.9,Slow Moving
SKU0018,Wearables_0018,Wearables,WH06,San Antonio Distribution Center,83535.4,394822.09,4.73,77.2,Slow Moving
SKU0119,Components_0119,Components,WH06,San Antonio Distribution Center,22427.58,106031.52,4.73,77.2,Slow Moving
SKU0029,Wearables_0029,Wearables,WH03,Houston Distribution Center,27668.13,130685.03,4.72,77.3,Slow Moving
SKU0149,Peripherals_0149,Peripherals,WH13,Columbus Distribution Center,108160.4,510435.2,4.72,77.3,Slow Moving
SKU0183,Tablets_0183,Tablets,WH02,Chicago Distribution Center,2434472.26,11488975.74,4.72,77.3,Slow Moving
SKU0013,Laptops_0013,Laptops,WH03,Houston Distribution Center,2245785.84,10580204.52,4.71,77.5,Slow Moving
SKU0146,Wearables_0146,Wearables,WH04,Phoenix Distribution Center,92652.56,436712.32,4.71,77.4,Slow Moving
SKU0148,Tablets_0148,Tablets,WH01,Los Angeles Distribution Center,1852377.68,8666848.96,4.68,78.0,Slow Moving
SKU0123,Laptops_0123,Laptops,WH12,Fort Worth Distribution Center,1799842.55,8405025.71,4.67,78.2,Slow Moving
SKU0028,Components_0028,Components,WH04,Phoenix Distribution Center,143717.22,670069.54,4.66,78.3,Slow Moving
SKU0050,Peripherals_0050,Peripherals,WH05,Philadelphia Distribution Center,21878.9,101900.6,4.66,78.4,Slow Moving
SKU0123,Laptops_0123,Laptops,WH08,Dallas Distribution Center,1805357.9,8405025.71,4.66,78.4,Slow Moving
SKU0195,Laptops_0195,Laptops,WH01,Los Angeles Distribution Center,2493111.87,11608002.09,4.66,78.4,Slow Moving
SKU0058,Tablets_0058,Tablets,WH10,Austin Distribution Center,423593.59,1967628.18,4.65,78.6,Slow Moving
SKU0082,Smartphones_0082,Smartphones,WH10,Austin Distribution Center,1438825.43,6693330.21,4.65,78.5,Slow Moving
SKU0099,Tablets_0099,Tablets,WH04,Phoenix Distribution Center,984980.28,4565862.56,4.64,78.7,Slow Moving
SKU0108,Laptops_0108,Laptops,WH03,Houston Distribution Center,2747941.79,12755418.83,4.64,78.6,Slow Moving
SKU0148,Tablets_0148,Tablets,WH11,Jacksonville Distribution Center,1868849.36,8666848.96,4.64,78.7,Slow Moving
SKU0005,Peripherals_0005,Peripherals,WH06,San Antonio Distribution Center,280973.61,1300481.07,4.63,78.9,Slow Moving
SKU0068,Laptops_0068,Laptops,WH05,Philadelphia Distribution Center,2049376.56,9479991.36,4.63,78.9,Slow Moving
SKU0163,Wearables_0163,Wearables,WH11,Jacksonville Distribution Center,98243.92,454449.28,4.63,78.9,Slow Moving
